区划代码    区县  地级市 省级  上级代码    历史代码    经度  纬度  电话区号    邮编  占地面积    人口总数    政府网址    政府地址
211223  西丰县 铁岭  辽宁  211200  *   124.7304    42.73756    024 112400  2699    34  http://www.lntlxf.gov.cn/   辽宁省铁岭市西丰县红旗路
211224  昌图县 铁岭  辽宁  211200  *   124.11206   42.78428    024 112500  4324    103 http://www.changtu.gov.cn/  辽宁省铁岭市昌图县政府大路16号
211281  调兵山市    铁岭  辽宁  211200  *   123.56689   42.4675 024 112700  262 24  http://www.lndbss.gov.cn/   辽宁省铁岭市调兵山市育才路
211282  开原市 铁岭  辽宁  211200  *   124.03945   42.54585    024 112300  2813    58  http://www.lnky.gov.cn/ 辽宁省铁岭市开原市新华路28号
211300  朝阳  朝阳  辽宁  210000  *   120.451176  41.576758   0421    122000  19736   340 http://www.zgcy.gov.cn/ 辽宁省朝阳市双塔区朝阳大街三段7号
211302  双塔区 朝阳  辽宁  211300  *   120.45385   41.566  0421    122000  500 40  http://www.lnst.gov.cn/ 辽宁省朝阳市双塔区文化路二段5号
211303  龙城区 朝阳  辽宁  211300  *   120.43719   41.59264    0421    122000  647 21  http://www.cylc.gov.cn/ 辽宁省朝阳市龙城区中山大街二段8号
211321  朝阳县 朝阳  辽宁  211300  *   120.17401   41.4324 0421    122000  3751    56  http://www.cyx.gov.cn/  辽宁省朝阳市双塔区朝阳大街二段73号
211322  建平县 朝阳  辽宁  211300  *   119.64392   41.40315    0421    122400  4865    58  http://www.lnjp.gov.cn/ 辽宁省朝阳市建平县人民路53号
211324  喀喇沁左翼蒙古族自治县 朝阳  辽宁  211300  *   119.74185   41.12801    0421    122300  2240    42  http://www.kazuo.gov.cn/    辽宁省朝阳市喀喇沁左翼蒙古族自治县团结路
211381  北票市 朝阳  辽宁  211300  *   120.76977   41.80196    0421    122100  4469    58  http://www.bp.gov.cn/   辽宁省朝阳市北票市市府街3号
211382  凌源市 朝阳  辽宁  211300  *   119.40148   41.24558    0421    122500  3264    65  http://www.cly.gov.cn/  辽宁省朝阳市凌源市市府路61号
211400  葫芦岛 葫芦岛 辽宁  210000  *   120.856394  40.755572   0429    125000  10434   280 http://www.hld.gov.cn/  辽宁省葫芦岛市龙港区龙湾大街15号
211402  连山区 葫芦岛 辽宁  211400  *   120.86393   40.75554    0429    125000  1182    47  http://www.lianshan.gov.cn/ 辽宁省葫芦岛市连山区东城中路
211403  龙港区 葫芦岛 辽宁  211400  *   120.94866   40.71919    0429    125000  172 22  http://www.hldlg.gov.cn/    辽宁省葫芦岛市龙岗区锦葫路76号
211404  南票区 葫芦岛 辽宁  211400  *   120.74978   41.10707    0429    125000  1002    29  http://www.nanpiao.gov.cn/  辽宁省葫芦岛市南票区龙首路42号
211421  绥中县 葫芦岛 辽宁  211400  *   120.34451   40.32552    0429    125200  2780    64  http://www.suizhong.gov.cn/ 辽宁省葫芦岛市绥中县中央路一段12号
211422  建昌县 葫芦岛 辽宁  211400  *   119.8377    40.82448    0429    125300  3195    63  http://www.lnjc.gov.cn/ 辽宁省朝阳市建昌县朝阳路一段29号
211481  兴城市 葫芦岛 辽宁  211400  *   120.72537   40.61492    0429    125100  2103    55  http://www.zg-xc.gov.cn/    辽宁省葫芦岛市兴城市兴海南街137-1号
220000  吉林  吉林  吉林  100000  *   125.3245    43.886841   *   *   0   0   http://www.jl.gov.cn/   吉林省长春市宽城区新发路329号
220100  长春  长春  吉林  220000  *   125.3245    43.886841   0431    130000  20565   756 http://www.ccszf.gov.cn/    吉林省长春市南关区人民大街10111号
220102  南关区 长春  吉林  220100  *   125.35035   43.86401    0431    130000  497 66  http://www.ccng.gov.cn/ 吉林省长春市南关区自由大路3388号
220103  宽城区 长春  吉林  220100  *   125.32635   43.90182    0431    130000  877 66  http://www.jckc.gov.cn/ 吉林省长春市宽城区北人民大街3366号
220104  朝阳区 长春  吉林  220100  *   125.2883    43.83339    0431    130000  379 73  http://www.ccchaoyang.gov.cn/   吉林省长春市朝阳区前进大街1855号
220105  二道区 长春  吉林  220100  *   125.37429   43.86501    0431    130000  965 55  http://www.ccerdao.gov.cn/  吉林省长春市二道区自由大路5379号
220106  绿园区 长春  吉林  220100  *   125.25582   43.88045    0431    130000  301 64  http://www.luyuan.gov.cn/   吉林省长春市绿园区和平大街2288号
220112  双阳区 长春  吉林  220100  *   125.65631   43.52803    0431    130600  1663    38  http://www.shuangyang.gov.cn/   吉林省长春市双阳区西双阳大街599号
220113  九台区 长春  吉林  220100  220181  125.8395    44.15163    0431    130500  2875    70  http://www.jiutai.gov.cn/   吉林省长春市九台区九台大街67号
220122  农安县 长春  吉林  220100  *   125.18481   44.43265    0431    130200  5221    110 http://www.nong-an.gov.cn/  吉林省长春市农安县兴华路325号
220182  榆树市 长春  吉林  220100  *   126.55688   44.82523    0431    130400  4691    131 http://www.zw.yushu.gov.cn/ 吉林省长春市榆树市
220183  德惠市 长春  吉林  220100  *   125.70538   44.53719    0431    130300  3096    83  http://www.dehui.gov.cn/    吉林省长春市德惠市德惠路888号
220200  吉林市 吉林市 吉林  220000  *   126.55302   43.843577   0432    132000  27722   430 http://www.jlcity.gov.cn/   吉林省吉林市船营区松江中路65号
220202  昌邑区 吉林市 吉林  220200  *   126.57424   43.88183    0432    132000  865 62  http://www.jlscy.gov.cn/    吉林省吉林市昌邑区中兴街105号
220203  龙潭区 吉林市 吉林  220200  *   126.56213   43.91054    0432    132000  1209    47  http://www.longtan.gov.cn/  吉林省吉林市龙潭区遵义东路65号
220204  船营区 吉林市 吉林  220200  *   126.54096   43.83344    0432    132000  711 46  http://www.jlcy.gov.cn/ 吉林省吉林市船营区松江中路87号
220211  丰满区 吉林市 吉林  220200  *   126.56237   43.82236    0432    132000  1032    26  http://www.jlfm.gov.cn/ 吉林省吉林市丰满区吉林大街76号
220221  永吉县 吉林市 吉林  220200  *   126.4963    43.67197    0432    132100  2625    39  http://www.jlyj.gov.cn/ 吉林省吉林市永吉县滨北路379号
220281  蛟河市 吉林市 吉林  220200  *   127.34426   43.72696    0432    132500  6235    45  http://www.jiaohe.gov.cn/   吉林省吉林市蛟河市民主路19-2号
220282  桦甸市 吉林市 吉林  220200  *   126.74624   42.97206    0432    132400  6624    45  http://www.huadian.gov.cn/  吉林省吉林市桦甸市
220283  舒兰市 吉林市 吉林  220200  *   126.9653    44.40582    0432    132600  4554    66  http://www.shulan.gov.cn/   吉林省吉林市舒兰市滨河大街2006号
220284  磐石市 吉林市 吉林  220200  *   126.0625    42.94628    0432    132300  3867    54  http://www.panshi.gov.cn/   吉林省吉林市磐石市人民路1633号
220300  四平  四平  吉林  220000  *   124.370785  43.170344   0434    136000  14323   336 http://www.siping.gov.cn/   吉林省四平市铁西区市府路59号
220302  铁西区 四平  吉林  220300  *   124.37369   43.17456    0434    136000  162 27  http://www.sptxq.gov.cn/    吉林省四平市铁西区海丰大街2118号
220303  铁东区 四平  吉林  220300  *   124.40976   43.16241    0434    136000  945 34  http://www.jlsptd.gov.cn/   吉林省四平市铁东区开发区大路469号
220322  梨树县 四平  吉林  220300  *   124.33563   43.30717    0434    136500  3545    79  http://www.lishu.gov.cn/    吉林省四平市梨树县向阳街2号
220323  伊通满族自治县 四平  吉林  220300  *   125.30596   43.34434    0434    130700  2523    47  http://www.yitong.gov.cn/   吉林省四平市伊通满族自治县中华东路88号
220381  公主岭市    四平  吉林  220300  *   124.82266   43.50453    0434    136100  4027    108 http://www.gongzhuling.gov.cn/  吉林省四平市公主岭市正阳东街501号
220382  双辽市 四平  吉林  220300  *   123.50106   43.52099    0434    136400  3121    41  http://www.shuangliao.gov.cn/   吉林省四平市双辽市中华西街
220400  辽源  辽源  吉林  220000  *   125.145349  42.902692   0437    136200  5125    123 http://www.liaoyuan.gov.cn/ 吉林省辽源市龙山区人民大街1485号
220402  龙山区 辽源  吉林  220400  *   125.13641   42.89714    0437    136200  257 30  http://www.jllyls.gov.cn/   吉林省辽源市龙山区辽河大路6889号
220403  西安区 辽源  吉林  220400  *   125.14904   42.927  0437    136200  172 18  http://www.lyxa.gov.cn/ 吉林省辽源市西安区人民大街6171号
220421  东丰县 辽源  吉林  220400  *   125.53244   42.6783 0437    136300  2522    40  http://www.dongfeng.gov.cn/ 吉林省辽源市东丰县丰城街
220422  东辽县 辽源  吉林  220400  *   124.98596   42.92492    0437    136600  2174    35  http://www.dongliao.gov.cn/ 吉林省辽源市东辽县东辽大街28号
220500  通化  通化  吉林  220000  *   125.936501  41.721177   0435    134000  15698   224 http://www.tonghua.gov.cn/  吉林省通化市东昌区玉泉路22号
220502  东昌区 通化  吉林  220500  *   125.9551    41.72849    0435    134000  383 31  http://dc.gov.cn/   吉林省通化市东昌区
220503  二道江区    通化  吉林  220500  *   126.04257   41.7741 0435    134000  378 13  http://www.edj.gov.cn/  吉林省通化市二道江区东通化大街336号
220521  通化县 通化  吉林  220500  *   125.75936   41.67928    0435    134100  3729    24  http://www.jlthx.gov.cn/    吉林省通化市通化县团结路41-1号
220523  辉南县 通化  吉林  220500  *   126.04684   42.68497    0435    135100  2277    35  http://www.huinanxian.gov.cn/   吉林省通化市辉南县兴工路53号
220524  柳河县 通化  吉林  220500  *   125.74475   42.28468    0435    135300  3348    37  http://www.jllh.gov.cn/ 吉林省通化市柳河县柳河大街383号
220581  梅河口市    通化  吉林  220500  *   125.71041   42.53828    0435    135000  2175    62  http://www.mhk.gov.cn/  吉林省通化市梅河口市千禧大街2008号
220582  集安市 通化  吉林  220500  *   126.18829   41.12268    0435    134200  3408    22  http://www.jilinja.gov.cn/  吉林省通化市集安市鸭江路3001号
220600  白山  白山  吉林  220000  *   126.427839  41.942505   0439    134300  17485   129 http://www.cbs.gov.cn/  吉林省白山市浑江区
220602  浑江区 白山  吉林  220600  *   126.422342  41.945656   0439    134300  1388    35  http://www.hunjiang.gov.cn/ 吉林省白山市浑江区白山大街2466号
220605  江源区 白山  吉林  220600  *   126.59079   42.05664    0439    134700  1348    24  http://jy.cbs.gov.cn/   吉林省白山市江源区
220621  抚松县 白山  吉林  220600  *   127.2803    42.34198    0439    134500  6150    29  http://www.fusong.gov.cn/   吉林省白山市抚松县
220622  靖宇县 白山  吉林  220600  *   126.81308   42.38863    0439    135200  3094    15  http://jyx.cbs.gov.cn/  吉林省白山市靖宇县靖宇大街175号
220623  长白朝鲜族自治县    白山  吉林  220600  *   128.20047   41.41996    0439    134400  2496    9   http://www.changbai.gov.cn/ 吉林省白山市长白朝鲜族自治县长白大街51号
220681  临江市 白山  吉林  220600  *   126.91751   41.81142    0439    134600  3009    17  http://www.linjiang.gov.cn/ 吉林省白山市临江市临江大街
220700  松原  松原  吉林  220000  *   124.823608  45.118243   0438    138000  20159   289 http://www.jlsy.gov.cn/ 吉林省松原市宁江区沿江东路339号
220702  宁江区 松原  吉林  220700  *   124.81689   45.17175    0438    138000  1576    59  http://www.ningjiang.gov.cn/    吉林省松原市宁江区文化路1号
220721  前郭尔罗斯蒙古族自治县 松原  吉林  220700  *   124.82351   45.11726    0438    131100  5085    59  http://www.qianguo.gov.cn/  吉林省松原市前郭尔罗斯蒙古族自治县
220722  长岭县 松原  吉林  220700  *   123.96725   44.27581    0438    131500  5787    64  http://www.jlcl.gov.cn/ 吉林省松原市长岭县岭城西路1111号
220723  乾安县 松原  吉林  220700  *   124.02737   45.01068    0438    131400  3522    31  http://www.jlqa.gov.cn/ 吉林省松原市乾安县宇宙大路1399号
220781  扶余市 松原  吉林  220700  *   126.042758  44.986199   0438    131200  4189    76  http://www.jlfy.gov.cn/ 吉林省松原市扶余市春华路789号
220800  白城  白城  吉林  220000  *   122.841114  45.619026   0436    137000  25683   201 http://www.bc.jl.gov.cn/    吉林省白城市洮北区文化东路1号
220802  洮北区 白城  吉林  220800  *   122.85104   45.62167    0436    137000  2525    51  http://www.taobei.gov.cn/   吉林省白城市洮北区青年南大街14号
220821  镇赉县 白城  吉林  220800  *   123.19924   45.84779    0436    137300  4695    29  http://www.jlzhenlai.gov.cn/    吉林省白城市镇赉县
220822  通榆县 白城  吉林  220800  *   123.08761   44.81388    0436    137200  8476    37  http://www.tongyu.gov.cn/   吉林省白城市通榆县
220881  洮南市 白城  吉林  220800  *   122.78772   45.33502    0436    137100  5108    43  http://www.taonan.gov.cn/   吉林省白城市洮南市
220882  大安市 白城  吉林  220800  *   124.29519   45.50846    0436    131300  4879    41  http://www.daan.gov.cn/ 吉林省白城市大安市人民路21号
222400  延边朝鲜族自治州    延边朝鲜族自治州    吉林  220000  *   129.513228  42.904823   0433    133000  43474   211 http://www.yanbian.gov.cn/  吉林省延边朝鲜族自治州延吉市公园路
222401  延吉市 延边朝鲜族自治州    吉林  222400  *   129.51357   42.90682    0433    133000  1731    52  http://www.yanji.gov.cn/    吉林省延边朝鲜族自治州延吉市河南街759号
222402  图们市 延边朝鲜族自治州    吉林  222400  *   129.84381   42.96801    0433    133100  1142    12  http://www.tumen.gov.cn/    吉林省延边朝鲜族自治州图们市友谊街30号
222403  敦化市 延边朝鲜族自治州    吉林  222400  *   128.23242   43.37304    0433    133700  11963   46  http://www.dunhua.gov.cn/   吉林省延边朝鲜族自治州敦化市新华路1001-2号
222404  珲春市 延边朝鲜族自治州    吉林  222400  *   130.36572   42.86242    0433    133300  4938    22  http://www.hunchun.gov.cn/  吉林省延边朝鲜族自治州珲春市河南街1991号
222405  龙井市 延边朝鲜族自治州    吉林  222400  *   129.42584   42.76804    0433    133400  2193    17  http://www.chinalj.gov.cn/  吉林省延边朝鲜族自治州龙井市六道河路869-1号
222406  和龙市 延边朝鲜族自治州    吉林  222400  *   129.01077   42.5464 0433    133500  5069    18  http://www.helong.gov.cn/   吉林省延边朝鲜族自治州和龙市文化路24号
222424  汪清县 延边朝鲜族自治州    吉林  222400  *   129.77121   43.31278    0433    133200  8994    23  http://www.wangqing.gov.cn/ 吉林省延边朝鲜族自治州汪清县汪清街392号
222426  安图县 延边朝鲜族自治州    吉林  222400  *   128.90625   43.11533    0433    133600  7444    21  http://www.antu.gov.cn/ 吉林省延边朝鲜族自治州安图县
230000  黑龙江 黑龙江 黑龙江 100000  *   126.642464  45.756967   *   *   0   0   http://www.hlj.gov.cn/  黑龙江省哈尔滨市南岗区中山路202号
230100  哈尔滨 哈尔滨 黑龙江 230000  *   126.642464  45.756967   0451    150000  53186   994 http://www.harbin.gov.cn/   黑龙江省哈尔滨市松北区世纪大道1号
230102  道里区 哈尔滨 黑龙江 230100  *   126.61705   45.75586    0451    150000  479 72  http://www.hrbdl.gov.cn/    黑龙江省哈尔滨市道里区安化街103号
230103  南岗区 哈尔滨 黑龙江 230100  *   126.66854   45.75996    0451    150000  192 100 http://www.hrbng.gov.cn/    黑龙江省哈尔滨市南岗区宣化街261号
230104  道外区 哈尔滨 黑龙江 230100  *   126.64938   45.79187    0451    150000  619 69  http://www.hrbdw.gov.cn/    黑龙江省哈尔滨市道外区北十四道街55号
230108  平房区 哈尔滨 黑龙江 230100  *   126.63729   45.59777    0451    150000  94  16  http://www.hrbpf.gov.cn/    黑龙江省哈尔滨市平房区友协大街98号
230109  松北区 哈尔滨 黑龙江 230100  *   126.56276   45.80831    0451    150000  736 20  http://www.songbei.gov.cn/  黑龙江省哈尔滨市松北区松北一路1号
230110  香坊区 哈尔滨 黑龙江 230100  *   126.67968   45.72383    0451    150000  340 75  http://www.hrbxf.gov.cn/    黑龙江省哈尔滨市香坊区三合路
230111  呼兰区 哈尔滨 黑龙江 230100  *   126.58792   45.88895    0451    150500  2197    62  http://www.hulan.gov.cn/    黑龙江省哈尔滨市呼兰区
230112  阿城区 哈尔滨 黑龙江 230100  *   126.97525   45.54144    0451    150000  2445    58  http://www.acheng.gov.cn/   黑龙江省哈尔滨市阿城区上京大道66号
230113  双城区 哈尔滨 黑龙江 230100  230182  126.308784  45.377942   0451    150100  3112    82  http://www.hrbsc.gov.cn/    黑龙江省哈尔滨市双城区新兴大街99号
230123  依兰县 哈尔滨 黑龙江 230100  *   129.56817   46.3247 0451    154800  4616    41  http://www.hrbyl.gov.cn/    黑龙江省哈尔滨市依兰县通河路418号
230124  方正县 哈尔滨 黑龙江 230100  *   128.82952   45.85162    0451    150800  2969    23  http://www.hrbfz.gov.cn/    黑龙江省哈尔滨市方正县世纪大道1号
230125  宾县  哈尔滨 黑龙江 230100  *   127.48675   45.75504    0451    150400  3845    63  http://www.chinabx.gov.cn/  黑龙江省哈尔滨市宾县迎宾路1号
230126  巴彦县 哈尔滨 黑龙江 230100  *   127.40799   46.08148    0451    151800  3135    71  http://www.bayan.gov.cn/    黑龙江省哈尔滨市巴彦县拥政路35号
230127  木兰县 哈尔滨 黑龙江 230100  *   128.0448    45.94944    0451    151900  3179    27  http://www.mulan.gov.cn/    黑龙江省哈尔滨市木兰县奋斗路1号
230128  通河县 哈尔滨 黑龙江 230100  *   128.74603   45.99007    0451    150900  5675    25  http://www.hrbtonghe.gov.cn/    黑龙江省哈尔滨市通河县
230129  延寿县 哈尔滨 黑龙江 230100  *   128.33419   45.4554 0451    150700  3150    27  http://www.hlyanshou.gov.cn/    黑龙江省哈尔滨市延寿县西公安街6号
230183  尚志市 哈尔滨 黑龙江 230100  *   127.96191   45.21736    0451    150600  8891    62  http://www.shangzhi.gov.cn/ 黑龙江省哈尔滨市尚志市尚志大街5号
230184  五常市 哈尔滨 黑龙江 230100  *   127.16751   44.93184    0451    150200  7512    101 http://www.hljwch.gov.cn/   黑龙江省哈尔滨市五常市金山大街55号
230200  齐齐哈尔    齐齐哈尔    黑龙江 230000  *   123.953486  47.348079   0452    161000  44287   558 http://www.qqhr.gov.cn/ 黑龙江省齐齐哈尔市建华区新明大街27号
230202  龙沙区 齐齐哈尔    黑龙江 230200  *   123.95752   47.31776    0452    161000  188 29  http://www.qqhrlsq.gov.cn/  黑龙江省齐齐哈尔市龙沙区卜奎南大街432号
230203  建华区 齐齐哈尔    黑龙江 230200  *   124.0133    47.36718    0452    161000  853 26  http://www.jhq.gov.cn/  黑龙江省齐齐哈尔市建华区卜奎大街228号
230204  铁锋区 齐齐哈尔    黑龙江 230200  *   123.97821   47.34075    0452    161000  695 29  http://www.tfqzf.gov.cn/    黑龙江省齐齐哈尔市铁锋区龙华路298号
230205  昂昂溪区    齐齐哈尔    黑龙江 230200  *   123.82229   47.15513    0452    161000  1166    10  http://www.aax.gov.cn/  黑龙江省齐齐哈尔市昂昂溪区兴盛路
230206  富拉尔基区   齐齐哈尔    黑龙江 230200  *   123.62918   47.20884    0452    161000  375 24  http://www.flej.gov.cn/ 黑龙江省齐齐哈尔市富拉尔基区和平大街137号
230207  碾子山区    齐齐哈尔    黑龙江 230200  *   122.88183   47.51662    0452    161000  357 8   http://www.nzs.gov.cn/  黑龙江省齐齐哈尔市碾子山区繁荣路280号
230208  梅里斯达斡尔族区    齐齐哈尔    黑龙江 230200  *   123.75274   47.30946    0452    161000  1948    17  http://www.mls.gov.cn/  黑龙江省齐齐哈尔市梅里斯达斡尔族区区府路
230221  龙江县 齐齐哈尔    黑龙江 230200  *   123.20532   47.33868    0452    161100  6197    60  http://www.ljxrmzfw.gov.cn/ 黑龙江省齐齐哈尔市龙江县
230223  依安县 齐齐哈尔    黑龙江 230200  *   125.30896   47.8931 0452    161500  3780    49  http://www.hljyian.gov.cn/  黑龙江省齐齐哈尔市依安县东水街
230224  泰来县 齐齐哈尔    黑龙江 230200  *   123.42285   46.39386    0452    162400  4061    30  http://www.tailai.gov.cn/   黑龙江省齐齐哈尔市泰来县中央街7号
230225  甘南县 齐齐哈尔    黑龙江 230200  *   123.50317   47.92437    0452    162100  4384    39  http://www.gannan.gov.cn/   黑龙江省齐齐哈尔市甘南县文明大街290-1号
230227  富裕县 齐齐哈尔    黑龙江 230200  *   124.47457   47.77431    0452    161200  4335    27  http://www.fuyu.gov.cn/ 黑龙江省齐齐哈尔市富裕县
230229  克山县 齐齐哈尔    黑龙江 230200  *   125.87396   48.03265    0452    161600  3632    49  http://www.keshan.gov.cn/   黑龙江省齐齐哈尔市克山县友谊路二段
230230  克东县 齐齐哈尔    黑龙江 230200  *   126.24917   48.03828    0452    164800  2083    30  http://www.kedong.gov.cn/   黑龙江省齐齐哈尔市克东县集安街二街
230231  拜泉县 齐齐哈尔    黑龙江 230200  *   126.09167   47.60817    0452    164700  3569    58  http://www.baiquan.gov.cn/  黑龙江省齐齐哈尔市拜泉县
230281  讷河市 齐齐哈尔    黑龙江 230200  *   124.87713   48.48388    0452    161300  6664    73  http://www.nehe.gov.cn/ 黑龙江省齐齐哈尔市讷河市
230300  鸡西  鸡西  黑龙江 230000  *   130.975966  45.300046   0467    158100  22551   184 http://www.jixi.gov.cn/ 黑龙江省鸡西市鸡冠区
230302  鸡冠区 鸡西  黑龙江 230300  *   130.98139   45.30396    0467    158100  148 33  http://www.jgq.gov.cn/  黑龙江省鸡西市鸡冠区兴国中路183号
230303  恒山区 鸡西  黑龙江 230300  *   130.90493   45.21071    0467    158100  587 16  http://hengshan.jixi.gov.cn/    黑龙江省鸡西市恒山区
230304  滴道区 鸡西  黑龙江 230300  *   130.84841   45.35109    0467    158100  500 11  http://didao.jixi.gov.cn/   黑龙江省鸡西市滴道区花园街
230305  梨树区 鸡西  黑龙江 230300  *   130.69848   45.09037    0467    158100  412 8   http://lishu.jixi.gov.cn/   黑龙江省鸡西市梨树区
230306  城子河区    鸡西  黑龙江 230300  *   131.01132   45.33689    0467    158100  181 13  http://czh.jixi.gov.cn/ 黑龙江省鸡西市城子河区
230307  麻山区 鸡西  黑龙江 230300  *   130.47811   45.21209    0467    158100  425 3   http://mashan.jixi.gov.cn/  黑龙江省鸡西市麻山区
230321  鸡东县 鸡西  黑龙江 230300  *   131.12423   45.26025    0467    158200  3233    29  http://www.jidong.gov.cn/   黑龙江省鸡西市鸡东县南华大街388号
230381  虎林市 鸡西  黑龙江 230300  *   132.93679   45.76291    0467    158400  9334    29  http://www.hljhulin.gov.cn/ 黑龙江省鸡西市虎林市工农街
230382  密山市 鸡西  黑龙江 230300  *   131.84625   45.5297 0467    158300  7731    42  http://www.hljms.gov.cn/    黑龙江省鸡西市密山市
230400  鹤岗  鹤岗  黑龙江 230000  *   130.277487  47.332085   0468    154100  14665   108 http://www.hegang.gov.cn/   黑龙江省鹤岗市向阳区
230402  向阳区 鹤岗  黑龙江 230400  *   130.2943    47.34247    0468    154100  8   10  http://www.hgxyq.gov.cn/    黑龙江省鹤岗市向阳区
230403  工农区 鹤岗  黑龙江 230400  *   130.27468   47.31869    0468    154100  12  17  http://www.hggn.gov.cn/ 黑龙江省鹤岗市工农区育才路48号
230404  南山区 鹤岗  黑龙江 230400  *   130.27676   47.31404    0468    154100  31  13  *   黑龙江省鹤岗市南山区南山路18号
230405  兴安区 鹤岗  黑龙江 230400  *   130.23965   47.2526 0468    154100  254 14  http://www.hgxa.gov.cn/ 黑龙江省鹤岗市兴安区兴东路
230406  东山区 鹤岗  黑龙江 230400  *   130.31706   47.33853    0468    154100  4220    8   http://www.hgdsw.gov.cn/    黑龙江省鹤岗市东山区东山路17号
230407  兴山区 鹤岗  黑龙江 230400  *   130.29271   47.35776    0468    154100  28  5   http://www.hgxsq.gov.cn/    黑龙江省鹤岗市兴山区
230421  萝北县 鹤岗  黑龙江 230400  *   130.83346   47.57959    0468    154200  6768    22  http://www.luobei.gov.cn/   黑龙江省鹤岗市萝北县
230422  绥滨县 鹤岗  黑龙江 230400  *   131.86029   47.2903 0468    156200  3344    19  http://www.suibin.gov.cn/   黑龙江省鹤岗市绥滨县松滨大街100号
230500  双鸭山 双鸭山 黑龙江 230000  *   131.157304  46.643442   0469    155100  22802   150 http://www.shuangyashan.gov.cn/ 黑龙江省双鸭山市尖山区新兴大街266号
230502  尖山区 双鸭山 黑龙江 230500  *   131.15841   46.64635    0469    155100  118 24  http://www.sysjs.gov.cn/    黑龙江省双鸭山市尖山区新兴大街191号
230503  岭东区 双鸭山 黑龙江 230500  *   131.16473   46.59043    0469    155100  802 7   http://www.sysld.gov.cn/    黑龙江省双鸭山市岭东区东矿路
230505  四方台区    双鸭山 黑龙江 230500  *   131.33593   46.59499    0469    155100  225 7   *   黑龙江省双鸭山市四方台区振兴中路11号
230506  宝山区 双鸭山 黑龙江 230500  *   131.4016    46.57718    0469    155100  750 12  http://sysbsq.gov.cn/   黑龙江省双鸭山市宝山区宝一路258号
230521  集贤县 双鸭山 黑龙江 230500  *   131.14053   46.72678    0469    155900  2253    32  http://www.jixian.gov.cn/   黑龙江省双鸭山市集贤县繁荣街65号
230522  友谊县 双鸭山 黑龙江 230500  *   131.80789   46.76739    0469    155800  1888    12  http://www.hljyy.gov.cn/    黑龙江省双鸭山市友谊县站前街
230523  宝清县 双鸭山 黑龙江 230500  *   132.19695   46.32716    0469    155600  10001   42  http://www.hlbaoqing.gov.cn/    黑龙江省双鸭山市宝清县中央大街136号
230524  饶河县 双鸭山 黑龙江 230500  *   134.01986   46.79899    0469    155700  6765    14  http://www.hlraohe.gov.cn/  黑龙江省双鸭山市饶河县
230600  大庆  大庆  黑龙江 230000  *   125.11272   46.590734   0459    163000  21643   282 http://www.daqing.gov.cn/   黑龙江省大庆市萨尔图区东风路19号
230602  萨尔图区    大庆  黑龙江 230600  *   125.08792   46.59359    0459    163000  504 33  http://www.hlsaertu.gov.cn/ 黑龙江省大庆市萨尔图区
230603  龙凤区 大庆  黑龙江 230600  *   125.11657   46.53273    0459    163000  416 19  http://www.dqlf.gov.cn/ 黑龙江省大庆市龙凤区龙凤大街38号
230604  让胡路区    大庆  黑龙江 230600  *   124.87075   46.6522 0459    163000  1394    46  http://dqranghulu.gov.cn/   黑龙江省大庆市让胡路区中央大街102号
230605  红岗区 大庆  黑龙江 230600  *   124.89248   46.40128    0459    163000  625 13  http://www.honggang.gov.cn/ 黑龙江省大庆市红岗区红岗南路13号
230606  大同区 大庆  黑龙江 230600  *   124.81591   46.03295    0459    163000  2372    24  http://www.dqdt.gov.cn/ 黑龙江省大庆市大同区同城路
230621  肇州县 大庆  黑龙江 230600  *   125.27059   45.70414    0459    166400  2445    47  http://www.zhaozhou.gov.cn/ 黑龙江省大庆市肇州县南西环路76号
230622  肇源县 大庆  黑龙江 230600  *   125.08456   45.52032    0459    166500  4120    48  http://www.zgzy.gov.cn/ 黑龙江省大庆市肇源县政府大街
230623  林甸县 大庆  黑龙江 230600  *   124.87564   47.18601    0459    166300  3591    27  http://www.lindian.gov.cn/  黑龙江省大庆市林甸县西三道街
230624  杜尔伯特蒙古族自治县  大庆  黑龙江 230600  *   124.44937   46.86507    0459    166200  6176    25  http://www.drbt.gov.cn/ 黑龙江省大庆市杜尔伯特蒙古族自治县哈萨尔路
230700  伊春  伊春  黑龙江 230000  *   128.899396  47.724775   0458    153000  32800   122 http://www.yc.gov.cn/   黑龙江省伊春市伊春区府前路
230702  伊春区 伊春  黑龙江 230700  *   128.90752   47.728  0458    153000  89  16  http://www.ycycq.gov.cn/    黑龙江省伊春市伊春区新兴中路86号
230703  南岔区 伊春  黑龙江 230700  *   129.28362   47.13897    0458    153000  3084    13  http://www.nancha.gov.cn/   黑龙江省伊春市南岔区联合街
230704  友好区 伊春  黑龙江 230700  *   128.84039   47.85371    0458    153000  2368    6   http://www.yhq.gov.cn/  黑龙江省伊春市友好区友好大街168号
230705  西林区 伊春  黑龙江 230700  *   129.31201   47.48103    0458    153000  381 5   http://www.xilin.gov.cn/    黑龙江省伊春市西林区西林路
230706  翠峦区 伊春  黑龙江 230700  *   128.66729   47.72503    0458    153000  1572    5   http://www.cuiluan.gov.cn/  黑龙江省伊春市翠峦区翠兴西路
230707  新青区 伊春  黑龙江 230700  *   129.53653   48.29067    0458    153000  1047    5   http://www.ycxq.gov.cn/ 黑龙江省伊春市新青区光明大街
